person_id_A,person_id_B,ground_truth
2a573d75-d3dd-4518-8225-23cfeed24287,514b4745-313e-469d-ba09-44da12f53137,1
49f10f79-5326-4656-abf3-5e25ecfbe129,1a31fbc4-deee-4f3c-8511-e869be0d813c,1
a36532f9-786f-4f44-8b25-81b0b626f95d,d564cf34-13db-464a-ad33-38b1441aadd4,1
fc0aeb87-4048-4822-acce-acfeaa1dd9fd,7dd614f2-3f82-4472-847a-55f014d7fdfc,1
063bd715-e351-45f6-ac0d-449fefba7d0a,5880b52c-e4a6-4db6-b871-886d10845eeb,1
fa883ede-666d-44d5-a692-7d15b2973ba5,f36f0eae-b2bb-4972-b952-c86bea67ccac,1
39d76abf-1beb-4188-afdf-7b7ecbbd931d,8c297be7-ed4b-4e88-99c6-a5039288de96,1
22eb72b1-1320-4ba5-b137-cad0f79d452e,d4c044b1-aa52-4a5e-a98a-36d43494907a,1
98a031cb-a2f7-4c48-8f73-bc0d96a857ad,94f7c3ea-3187-4fb8-94f3-7ae8a9f515d2,1
debaee12-f35b-407f-aaee-c2bc7b13bc1a,129ede6f-0463-40ea-9081-20712d2ac502,1
7c9eecdc-28de-438e-8448-f9b24a134198,614b8289-aed6-4ec4-bebd-ab3773e0eb2a,1
b801e24d-4b73-4c55-94e1-ec82cd6836ac,536d553e-b28f-42d7-88a0-144638df641f,1
64a64266-a299-4f9a-b6ff-42b4dae7d813,4a9dfb47-181f-43d0-89cb-a10c7f65695c,1
541e34c4-15dc-4bf6-a736-a9f50a4b38b5,f87392c1-5749-49e2-90b8-cb1ad82810d3,1
abe7d906-5b3d-477a-8498-df276a0f2737,5a354bbb-3327-4efe-838b-f21d890c3356,1
9eda5e52-cad5-4bd4-b725-528d8d1d170c,c1d96cf6-785e-456a-9f22-855d6820678c,1
6b8d4283-ba38-4f3e-856d-887e627b7cf6,9de2b4c7-8ee1-4794-b7eb-44f1b1b1f16d,1
56b668e9-ab26-454f-94f4-d01f7cfcbfba,39841e45-ad27-4e34-a21e-7b4373f1f315,1
7b32299d-c751-410c-bdbf-429848032af4,2dbf4245-0293-4d26-b090-60f88f6e6bbf,1
b9958113-7dc5-49d1-9c4c-eb5e811036ef,18d2fe47-be33-4d28-8e4d-0b7eb4b11a94,1
e271048a-1aca-4842-9f90-393fcaf9fcde,940088a1-554f-4091-a4f0-bd2cad8d2448,1
f9618eda-c9eb-419f-b0ac-048158e7cad0,4118f430-4cb7-405c-aeea-5fe6e8592a23,1
4050f945-91db-4753-9d8a-b913e7c8d601,a18d0ecc-2837-4d91-be34-dcd39be43b3b,1
e53ac22e-6813-4246-adc1-4d49fdc6c207,770f2aaf-38e4-440b-976f-52ec2f58a020,1
3522b882-3095-498d-a117-1f39cae4db85,17e24da1-fd20-4df7-934d-44c1affefdba,1
b0b5a120-2492-442a-9516-f114bd726730,d796b8f3-f42e-4b1a-8799-ae7714b57f72,1
7132d1f8-089b-4f61-9d0e-cbbcbe4b86d2,6726d6d1-807b-4351-8049-32a2a5ad2969,1
a4e89b56-03f5-4b9d-bf1b-f4c21a1f2147,ca58cb4f-0dfd-42ce-a9e4-1ceb5d1770a8,1
a8b7e860-bf9d-4d65-becd-32830c471ba1,3ec7a05e-2197-4568-aca2-ee935b84669d,1
956de2b8-225e-4aee-b865-70ec8d57e8b0,35a38052-f537-463b-b183-5da8f3990ca4,1
c8471da4-bde2-429f-9c33-b5996806406b,f79b6dd4-6dc7-4f28-bc8e-6730c802b4b8,1
fe1be8cb-3469-4ef7-850d-9b3ffebcacda,5c399064-394e-449a-94de-df82a569bd66,1
634be987-7eb8-46d6-8837-42f58a7fc079,db1746de-48ff-4851-ad57-13db4c9e9b33,1
fc54dc32-01f3-4c87-8136-606ce313b590,905c1511-a28d-4749-b75c-2d7a63416be8,1
10f0d717-3e9c-4156-938a-949ddf679663,5084ac28-2a51-414f-90bc-1f1b5c190262,1
789fcd6c-53d5-44b5-8d6b-a9482990f33e,e32996b0-7575-4253-9fca-5faf5212f433,1
adcffa38-b9e1-461a-83d9-22e3d71f7668,e3c1571d-372f-4cd8-a43e-d9e9ab9209a8,1
00dba3b7-9611-4ab1-bd75-f4f46302a524,96830080-ac7f-402f-8aac-136166c55b4e,1
0d7ddb38-ee76-486a-94d8-c38bd436cb8c,d1a4dac0-a336-467a-b39e-a12058e1a881,1
b27d300a-704d-48c8-9761-286682fb376d,2d412b37-eaa5-4da8-ae05-d6f40390b891,1
a226cf8a-95b6-405e-9c31-f37e9bda36f1,f31978dd-b34f-439a-87f3-537296c6fe8d,1
a78d2953-929c-4f8c-b9e8-5f4bd932479e,1b144a21-512f-41c3-8dcf-1e16cca9fe9c,1
0f062586-cd2e-474f-b275-ee109cc91a03,a453eac6-845a-45a0-b160-5401bb29508b,1
693cb2de-44ce-44dd-9fb5-5d3e99d9362f,d40765ed-ae0e-4621-ab17-449249303b69,1
f7009977-000f-49f7-ab31-57f647d30553,6c01486c-2702-44b7-87be-769369273260,1
69e89c13-bf16-4132-a447-4402f3bb16ac,1f1ee2d3-85cc-4782-9e13-91a20ca968be,1
2fc487cd-aac9-4da4-8532-cd079994db8a,ff24b435-53bb-45f9-b422-c737e9817f51,1
2a2e0a47-b024-49f6-ab7b-35d17b8ee366,99e3ab3a-a0e9-4752-8071-0ae66a96dce1,1
a0e6a3ac-d411-42f5-8afa-4c5c9207fed7,c02270c7-144e-4b10-892e-ba60a1dfd2b8,1
1a5e97eb-1926-45c1-ba99-7f0e81216cc1,61317869-57be-4d9b-b210-a7f80351b9e5,1
abe5cf13-b24e-42c1-96b3-5976cf273362,8838190b-0bf9-4e14-bf1d-58440785a138,1
45cdcb20-9507-47b3-a2e7-28e0d684695a,0efe7049-3e58-4d61-b2b1-13441c2d12f7,1
599f3f66-3d73-44c5-b19d-d3ab8b95026b,7fe32718-0323-4d0d-88b6-d9a2fa200d2d,1
01b769f0-d917-4825-83cd-a42957f4b432,4afe504f-a2ba-4d39-ac59-b12b09be2df2,1
3edb1ae1-0d43-424d-9f58-afc88575ddb4,69dc9536-369d-40cf-ac35-e82c0b55655b,1
32f2f7d0-b501-4b60-84f1-d52c85739f6b,80310db7-1135-4fe1-8940-28e85d690aa5,1
0befb9e5-d79b-4344-bca1-cac0d6f63fe9,50a42cc5-3be9-4a3f-a59f-e64b2cb1b46f,1
98b29748-17c9-48de-b024-8aa0907f6299,73fad072-722e-4516-be05-010f1902af18,1
b34ad0de-2ccb-490c-8fbe-517230fe112e,830241c2-b704-4076-8e6b-f2f0292a11da,1
9ca6eb3c-a4f4-4026-b6c2-cea3ef56d0b3,02ce7446-e904-4c51-ab30-c69e6a0f8ff0,1
3b374994-5d31-4a11-b7a2-ef5a8c49d634,808559fe-ce80-4e1b-bbfd-7e7dc0914f3a,1
69dc9065-25ac-4e34-a714-4b9e3563cab6,6f6abd89-d8c6-4615-b416-60d58e767749,1
76fe8da9-af14-4254-bc4f-1cec8552ed91,96f5df66-9821-4768-b79e-25a3d8fc6311,1
7355e66a-2273-4291-ba69-f1be26db748c,192306ee-f7fd-4de0-beec-175415094611,1
f8820962-8a10-4d22-a870-5a8a41bd363e,1ee8ef1d-2471-492e-82a8-af34574336b7,1
cc5af0fe-bf71-49a3-bdda-37172f9d385d,39bab1d4-70a6-4149-a08d-2c414b709bdb,1
fddabdec-4271-4f7d-9031-6534a4a8a4f3,68cce481-b742-47c6-910e-47524b64d5c8,1
63297f1a-e912-41ea-a616-3a617f4cbf7a,a73896ad-6c3c-4e07-93e4-257cb9a0e3f7,1
5346d76f-af13-4a5b-8bd9-ed3d6f3fd7f1,97bab0a8-4d26-49ab-904a-624bd6cbca8b,1
43233096-2502-479a-98fa-e0b2549a6109,db5b9f89-eb82-44d0-9d58-7f2d7ae26830,1
0814b54d-2ec1-4135-bdb4-41146761e5a1,c3dc6228-d106-427f-83dc-efe88faf92bf,1
71747b3d-7843-4ac4-bcdd-a06dd9d05e8d,c13670da-394a-4fe8-a2bc-8a3b6aa38f76,1
59e0b06f-c2b7-4e56-81d7-cfc06695eafd,10776440-cf49-4efb-8a1c-4a4c091fe198,1
403464fb-f9e4-474d-af81-2d755d81e972,53240521-dbfa-43d1-804d-4609ec69474e,1
e98775fb-6749-4010-889b-0d8b559e9d8d,634aa8dc-aef5-4e9c-87c9-27fd884e8c20,1
8f0c250b-2d1f-4ef1-9508-98d8689396f6,7c5de170-0a69-4a9f-8cde-9d0610e09f12,1
aa517337-0481-4357-b410-82821355170a,40741dae-3ffc-44fe-a53e-10eed77e770e,1
1dd8534c-c8d0-4aaf-b16a-8f1b5bcc0765,12a44225-c0f8-431f-ab61-57b596fb1370,1
6ad75d5f-7174-4105-bb3a-2febfe90cc17,342299e4-3ed6-462f-a5ec-592af9686e48,1
952ad345-4840-4485-b0fb-7cbec4126535,e18249dc-92f1-45ff-9e8b-15f74bdcf67f,1
b04f8011-d890-453f-b7a7-d7bf0921f1f4,b5013a37-80d9-43ed-9924-a9ccbf3d33cc,1
b8e948e1-d7b4-4ee0-959f-95b10efaca7b,1d018696-c7e7-44b7-981a-4e2b3bd59a9e,1
cfbfe6ab-926a-4e82-8f48-06431ec0e3a5,592e17e5-cab8-48d5-8d3e-3fac89f8fb88,1
aab142ab-bd40-4752-a3c1-a3b6db7d2afc,7b4ea511-fc77-4c72-9c37-4f16112c269a,1
7f95d75b-acfb-4f16-97d6-c63816649c08,ae658d8c-943a-4eb0-b96f-6c3862602c8a,1
0d7dfe0f-32a9-4453-b6f7-a04267f9e446,76e27224-46fd-4ea9-8309-cd0a424410ae,1
c019fc3a-5c39-4928-a430-bf6bd1b96a44,23b5f5fe-a4d6-4f95-8f30-456909b27f3e,1
995e3245-98fb-4259-8ab1-b763440b1776,617447d2-591e-498d-aa56-ff3e61d16fca,1
b2b9f421-223f-4859-b54b-e1cc87449eda,533dfe74-1dba-46db-b237-3f700bd43988,1
0f124946-ed49-4fb1-8f1a-bbb25297d405,ac53c8c5-ae92-4fd6-a7ad-b33e08255c45,1
e3b72da3-84c8-4ba2-acfb-2af3a3bcdeb2,70c73aa0-88cf-497c-889e-ac49884621e9,1
342aba43-c28e-4d42-8e08-217c26a83c69,f2759750-e302-4fb2-b5ed-ce01ad870d3f,1
a142d711-ca68-4a88-8b95-e8d128f60095,b4b5f8d0-a075-4526-ba9f-e2dae61448cd,1
698c75a8-e21b-48bd-b54c-2eba12c18560,8f5b5b8c-c6c1-47b1-a847-b0486ea7e84a,1
b22c654d-7168-4899-b4de-e3d5fa0e5b7a,948b6a8f-f9b3-41fc-80b4-6a345fb523f9,1
66f92b38-9178-4ace-b8d6-5a93c04c56d8,818a5d0b-bede-4bf3-94fb-759eacedb29e,1
7015733e-1206-4462-bda5-dcbb19774e53,cd9c4547-3d11-41d6-8d0b-3007b7e65725,1
59d5c191-8736-4338-848b-57dc10d6c3b6,c11c418f-c3eb-4f12-8668-6b9789337917,1
0cc077dd-82aa-4ef1-a847-2e8b50bad059,ecc7f229-1ab5-4184-a7f6-7d94c57d81db,1
fa4f7e94-f338-44ae-8c79-d9ed1d2a3148,dcd23101-b340-4760-b3f6-4c707d7dafc4,1
104b192f-ee01-405a-a0d1-3cff459164e8,4c1aa4cc-8406-4d7b-8235-38e67153afd5,1
b3a1f0e9-c90b-452c-ac31-a284d69c9a25,523dfdd9-24cc-4a92-b6bc-7e58e45cc6a2,1
862b614a-8b1c-4cfc-bf9a-0eb558b938ae,a3c8f568-a984-4f20-b8be-d400349a8d15,1
36acbca7-f6f2-4fd6-9c71-f984176b0645,3a455a4a-5a22-46d8-9dbe-9181b4b4a511,1
cec8c944-2b0e-4621-8aa0-6a2eb51bcafc,ff843841-cb8c-4077-b570-a3d82374ac11,1
de27ad63-e666-4fd7-8a89-f44027faf965,92b2cb22-256b-4194-9a0e-1351462698f1,1
fb920572-7ea8-40e0-a768-58198049fdba,560a971a-a689-49c8-9612-14244adf8a85,1
af9d2034-7516-41df-8420-f93df4beb032,f03695be-775f-4591-ab1d-83bc9c221f5e,1
3284b605-1983-4f2e-b6cf-c3b1dc354d8c,3842f278-25ed-4129-bb76-68fe919a4b7c,1
cb42ecb5-0c7e-493e-9e87-6c730caad5b8,3dcd0e42-295c-444d-a6d4-3c901bf55942,1
1ebf71c8-763f-4f6b-9473-0f1d0147d5fe,90885a57-dbfc-4cfa-9d22-d3d2cb50c20b,1
1400ae21-65d9-41d4-b9ef-fe541f4735d9,4c39279a-d27e-41bc-bcd6-9023dd2f42b5,1
d16073b2-bf2c-4164-91be-e0041c4031b3,87619f2f-6137-457f-9407-711588cdb74a,1
b9ea51d5-3f48-4523-ac10-0aa676de6c43,dfacccf8-2fc1-4824-b00c-6c3ccc954b8c,1
ffaa956a-7d86-4dc2-baf1-b48cc4b954a5,e2ca1fc9-ca05-4bf2-9c18-c2a8d907d52b,1
4decedce-96a7-4570-a65f-018890fd1c66,1ce23ff6-699a-45b3-83ad-e7508ca258e0,1
889673f7-03d5-4047-9953-9084fc42ea58,187e2079-e3f3-4821-8af1-3bc8f546054d,1
dda185ad-74ae-4505-b5b0-211d93b10cf2,313cb434-57e4-4d02-a8a1-dd2f0fd5353f,1
527b0d22-8152-40d0-b2fd-522e9db6c0fe,878241aa-5e51-4ec2-bb92-4b10367ead9c,1
d865ffc7-72f0-4e22-b9c1-81b5825fa6c5,1a412fc6-6d2d-454c-a096-ceb8a29499d0,1
e0cf1e02-c2ba-48ff-926b-bb5178b61781,6b72580d-a1b1-41de-ae70-627fcfc3d06e,1
8314acea-123b-48ac-ad12-093f23903181,4c83c7fe-b4a5-4336-9daf-815049c3f568,1
7733c0c5-e737-4c0e-8f70-cda9581e63a2,4e2c66ca-6643-435f-83a9-4118ea104db1,1
77fffa78-f8de-4709-8403-ff76af2ed9a4,38497e37-fe03-43e1-9640-dc2b35c45741,1
fd4d60aa-823f-4f9a-b2c7-23c5f67618c9,8ddc1c44-7fe7-4228-97fe-d583fd77dabe,1
6baa6254-d4d8-49ae-b8ca-874021d003ad,e35589b7-2299-43e8-87eb-4c334a7b0c76,1
1fdb2902-5f4a-478a-b8e6-99a7813a93ff,9d45f5e7-8df6-4b02-8e87-e3fe5bb9a37c,1
4ebd53f8-fa89-4d72-9fe9-9ac8e3ab6719,1e587066-bb4e-43dd-812c-bdee2c3d5c1a,1
30af8e03-88b7-4f9d-9c23-215c80d00ea5,9b432070-a861-4ff4-b1b1-d9d8aa6ee625,1
5f3409c8-486a-4d37-8e26-b5861c1a76fe,f9e4878f-f7f8-48ca-ae48-9c39a38b5d35,1
71ff6ce9-c8ee-43c9-914c-2e37c52588ab,00e0ede5-2f03-43d2-b25c-27e71b2d1363,1
f0a28884-0859-4c6e-9a80-de9e400f805a,b91d03fe-276e-4997-a4e6-aff84ffd2cd7,1
bf247605-b4a6-4622-86e6-57218702167b,8763cf86-01f9-49b3-969f-1fb6e4481eb1,1
062fe1b7-a901-4abd-a865-103c746b7c63,faf105ed-e88d-456e-bf95-76155ab387a2,1
95bb22f7-ce55-44b0-b956-796b006c56a4,03c7096f-7a3f-4c90-9175-ba1628501e32,1
f72ce1d0-6e92-4e2b-ba12-1490e0ebc92d,a6b3cd99-0ae3-41fa-a584-0ddd78d84586,1
f0809b8c-8268-4c29-b19e-396035510a63,a424f938-c4dc-4a9c-989b-12a372d022b2,1
cfba1004-f875-4046-9293-1f1bf296a8cd,dacd2312-9eec-43a7-84c0-1b74e3d2e1c4,1
06aeb6b9-8f7b-4522-81bb-2bc883538a73,01707a6a-146b-4c22-964f-787de5fa87fb,1
6ffc013c-370d-442e-a7df-283a46a3b32b,3f829454-7425-4b41-9054-ea502318d867,1
0c970c3d-565e-40c6-bfa6-8c57f4c1f208,11d84a9c-0071-40d8-8e79-e317fc878419,1
6a36c656-b2c4-46a5-9751-62ae2ec6577b,301a74f4-214c-4b3c-acbb-dc38aaeb6950,1
340fa9f5-cc2d-4fee-bb23-91798f52ef7e,c4370fbf-0549-4aef-8d1c-35492a684b86,1
b8abad62-0a17-49f1-9b37-9a3ee021a0be,b9bf8af1-f6b0-4bb6-933a-1b575f3715fb,1
229793ac-572c-4e73-b933-53f7cefea419,dbfe2af9-ee04-49e4-b47d-320fb66f7928,1
e6ceb1cd-db98-402e-8756-3605c84bb709,7ef6c358-1363-49db-b5e9-08e8be80f04a,1
256625b0-f6e4-4a0a-9ca5-b7af415f2625,d3c6cf48-5ea4-41a9-8a3f-881b3fd52f40,1
9d1d09fe-9367-45b9-bd7e-62670db8c461,1fb5ae47-d4f8-4577-abfe-eded7325ed00,1
82d4149d-ba43-4051-a037-f2873898e879,2867f9e1-bc15-49ad-8fd3-6ffd3062debb,1
0fbc67f7-2b2e-49da-8fa6-1181281f0f9a,fdcd9fef-e97a-4591-a0b8-e69744e25755,1
f30f2559-3ec1-49c4-8bcc-244f5ce24c9e,b1f89cc0-e4eb-4591-b68d-e2351438df34,1
6b551dc8-1a12-42ad-a2b8-5664267f45a0,c6e32691-8346-4d68-b3c2-b7ba4ca57668,1
3cf07673-1594-4a1d-9e9f-c53912dc7ae4,17a49ad0-e622-4f9f-8123-602bb8913e24,1
4319504e-5226-4902-994a-7edd17c54634,57ba67e0-0397-44d5-9757-6929de03bf97,1
1839700c-45db-4d43-91d1-e691c143d0f3,7e1a7049-5fc1-4eb0-ac5c-fe2132b5a701,1
79cef014-1367-42f5-8e2a-182872aca739,61dab605-a824-4169-be76-80f160cd0614,1
51b6aecb-3b55-4be6-aef1-82ca1d70b93e,1c04f850-fd55-49fc-974b-307d9768ef8e,1
8d6cb171-6e58-42ca-9b0c-31f4e4d97b83,6b767d30-81a7-444d-8947-d3feedb47b5f,1
9d086484-3679-4e23-8a65-a234b4186544,fa3cbb20-0874-4701-8bb2-039831e281a2,1
1d22d16f-bbd5-4d50-a56a-1831e79c6437,d1736aee-71b1-4764-9cd0-6c9fb9d1101f,1
0233b1da-8467-417d-9b73-18d31fc515ad,52198bd9-491b-4efc-a990-6fe8615467b4,1
362eeb22-06da-400b-9186-b87dfe9c84b2,a3dbfe02-4a9f-4d07-8734-81efeee1b289,1
38c0fede-6df6-441b-949b-c6ee39aece07,7d17c8a4-7d3a-496f-82e7-ea70ee63c7e1,1
a6a56fb2-e7cb-49fd-a57f-b9026c69dfaf,762eaacf-ba76-4269-9e87-5d9b6689e390,1
e6bb45aa-cb3a-419c-a451-019004fcb172,06754fb8-d6d8-4073-b471-804032b4dded,1
69ef255f-c194-4a43-aebc-0264618f27aa,62fa98c3-dcc0-458d-9343-7f451261e22b,1
5bbc2bc4-bc64-47b7-aa92-cf3e91e60947,8f3b08c6-8311-49d6-90fb-3adaef4d7e38,1
c882dc35-6cb8-4d5f-9857-ce7ebe4fe05a,807a3b7b-a332-40c8-a2b7-ed39206fd1a7,1
9ba24331-648b-4229-a633-30b5096f26d8,5420bf3c-8d32-4707-9450-d8a14147f55b,1
a758d613-783e-4151-81fb-f456765f7913,e53038fe-ce92-43a7-9a04-4769b6099dd4,1
d09bf0e5-59d6-470a-88c7-f8d3e3184e5e,fa3c5c7d-716d-4e54-b16d-d4c291d47016,1
9177740f-df6d-4fee-9ca5-a61b8267d7d1,ed9cc1db-65b9-4e0a-8101-73c52dc43a96,1
1d0d0298-ff9a-4baf-8559-e6de8613c86a,8f46d224-9ea9-4485-8bd1-457f8f9e2582,1
731a7294-146f-4fd4-9681-4072c89d6df4,17fefa9b-39c0-438d-98e7-ac72bf083a65,1
ecef39b1-4b96-46f4-a72a-d767ee45503f,8f240b50-56bd-4861-b122-d6617ba18c40,1
2b0df307-05a7-426e-ba99-a3a92cf6cc69,49c818be-3ea2-4f51-a330-853032b65d30,1
95db7971-0d7c-4ef6-a6f5-0be0da04c294,04a6ab2d-2a64-47c6-ad7f-d0525e61add7,1
262d4e6a-5902-4f72-a4ff-6023972f2a24,1ae9d010-dc50-43b9-bba9-90103d15ed3b,1
4be49c28-aa9f-4d2a-b6f3-00d69f0a3c17,483e8976-b8a4-43c6-91da-29f9a9bce05c,1
c3a25441-2f51-4d5e-a39d-0b3dbf0e0828,c0731f4e-c14f-4817-9f98-3133b0c57e61,1
bea03fa9-a37a-4014-9ff7-67da91200dd6,52d6eb42-e8bc-4468-829b-11f1effa6878,1
017f5378-49a4-40e0-9b5f-d6aa763ce117,0af75531-3267-4d88-a924-e0da381a98b2,1
9025dd13-1cdc-4058-bfaa-2d8265942c4c,21021b13-429f-4699-b4cd-efa83f591c13,1
42a719e6-e390-4014-9177-f5c120866321,17efdd01-7602-4994-90f9-7c5c79d3e832,1
1ac03ead-0e5c-4dd5-bb45-5e20ed783d8e,41605b5a-772b-45f4-b9be-00d38a538db6,1
2e968c6a-669b-4cb7-a38b-e65e7dc333ba,228a2174-3e36-4dde-b3b7-e6199c88ab65,1
c021bce6-b6e1-4d26-bfdd-243a33393263,0ecc0cde-de07-43c1-846d-2a60b7b65d12,1
f5ce386e-ed07-4348-8921-9875141e9fd3,2be2b09f-689a-4638-a794-bb27238ae696,1
616c0db6-bef5-4755-890c-64dbb0b90461,c180b8fe-0805-4c39-a9dc-95838c78ead9,1
a06e3f38-c771-4ffe-a214-ba467af5383e,5f7e8157-460e-415b-bc94-ba5000f3d68a,1
2f78a861-a406-49dd-884b-1a699d26daac,7c3aa2b5-8c55-480e-9855-0f8766db4ab3,1
92d6cc74-b90d-4629-861d-5cc75d82a2f8,43de13b3-43ca-480d-9ec2-33a77b0a73f1,1
ec0aa89b-2c30-45c4-9314-eb561b7ab0e4,ffa8c653-a45c-4f5e-b2e3-11dbea9a796c,1
70409c61-77f1-4df4-97c9-ca07c0ed356e,031ca25c-412e-4b31-bbe3-6f454641087f,1
04d5e17a-c681-44c2-900a-f2235e1df004,7f13dac4-1696-4911-9734-3501afe8e10a,1
0c58b59e-f4ef-4926-a0f4-df8dc164403a,4401a627-0e62-4983-b5d9-3d7c05cccd9f,1
4a11716c-bd95-4cf7-8e35-3dd11f7ce441,f3361bb0-4bf4-4013-8c14-66e31a660525,1
d38acb01-7b4a-498b-8e43-3a1398613f1d,b5975805-41b5-4124-b566-9e6e770c2b97,1
7791ac90-52de-4d21-85e9-c1938a2aa0e9,db766221-e610-4e1e-918c-b20855af5ddc,1
188c1101-fc41-451d-b10b-51eb0f433a04,26e46806-ee6b-48da-97c4-b0b6b96b8a82,1
c2514331-50a9-4419-87b1-b3b548322809,d08c1f4b-246e-49c8-b628-7aaa2a30fcb7,1
9a55cb59-22ef-4f58-9f0b-ff6cfaa6e4e0,2dfccd14-4f7d-4fa7-9745-161a0deb7ab0,1
b1948f4a-134b-47a9-8744-e648898b99dc,f388f60f-8a56-4b3e-a822-a2cc11a9666f,1
d1f11217-e687-4c47-9b6d-714b1f217ee6,ac980d66-0267-4d32-bc45-672603972f73,1
4a6a17f6-853a-4575-a46f-d8d0cde27e6a,38cd2eee-387a-4240-bd93-30d628d7337d,1
f4b3a919-a9e8-4730-93d3-4bd3a48b6c41,9a608d06-d9aa-45e9-b073-ca34c31fc2c1,1
e89bc16f-38f4-42cd-b019-99fcb868d431,5bad8de7-6cea-444e-abdd-1afedbf19193,1
6d08ee5f-e746-48df-8ba2-ab0be4738858,512e118b-c716-4e79-a661-b73c01226b94,1
0f392847-9b97-43ad-8989-1bb9dbc46ae2,eab0e724-0245-4984-9f4e-3b04b6543dee,1
e23e46cb-c1c6-463e-9987-bacb1dd00721,be143c3a-705e-4ed5-a7a5-75734083bb75,1
2b25c7b6-1091-4a20-b4dd-3024ea591415,5ef80c22-5bbe-49a7-bd93-d91e0651d1d3,1
3e4e73da-7bd7-4526-bbe0-ffd8beb8fd15,0a2c3d1a-56f2-4a73-a486-d06a32eb04a5,1
